n,id,cert/cot,cert/clr,cert/v,s,t,geo/0,geo/1
CENTRE CRPA VALENCE D'ALBIGEOIS,810003954,B,2,4,3,2,2.401964,44.018902
CL SSR KORIAN LE CHATEAU,810004200,B,2,4,2,2,2.078422,43.470698
HAD KORIAN PAYS D'OVALIE,810007989,A,1,4,2,2,2.244866,43.6020703
CHIC CASTRES MAZAMET SITE MONGES,810099838,B,2,4,1,2,2.232298,43.606451
USLD SITE MAZAMET CHIC CASTRES MAZAMET,810100370,B,2,4,1,2,2.36166,43.501935
CL TOULOUSE LAUTREC,810101170,A,1,4,2,2,2.180465,43.92836
CL ADDICTOLOGIE ST SALVADOU,810101303,A,1,4,3,,2.167862,43.911428
POLYCL DU SIDOBRE,810101444,B,2,4,2,2,2.25929,43.602007
CL CLAUDE BERNARD UAD CASTRES,810101741,B,2,4,2,2,2.287959,43.597671
CL CLAUDE BERNARD UAD GRAULHET,810101758,B,2,4,2,1,1.996145,43.767241
CL CLAUDE BERNARD UAD LESCURE,810102947,B,2,4,2,1,2.155195,43.953328
CH MONTAUBAN,820000032,B,2,4,1,3,1.352785,44.022178
CL CROIX ST MICHEL,820000040,A,1,4,2,2,1.366453,44.010412
CL DU PONT DE CHAUME,820000057,B,2,4,2,3,1.380206,44.007344
CL DU DR HONORE CAVE,820000065,A,1,4,2,2,1.362878,44.011908
CHI CASTELSARRASIN MOISSAC SITE CASTE,820000198,B,2,4,1,2,1.111836,44.035349
MRC CHATEAU DE LONGUES AYGUES,820000412,B,2,4,2,2,1.535457,44.058619
CH TURENNE,820000420,A,1,4,1,2,1.5218396,44.0742922
USLD CH CAUSSADE,820000438,A,1,4,1,2,1.5386621,44.1651131
CH DES DEUX RIVES,820000461,A,1,4,1,2,0.886969,44.109693
CHI CASTELSARRASIN MOISSAC SITE MOISSA,820000883,B,2,4,1,2,1.087755,44.105186
CENTRE MIDI GASCOGNE,820002350,A,1,4,2,2,1.008632,43.873908
CL SSR LA PINEDE,820003218,A,1,4,2,2,1.425197,43.965506
FONDATION JOHN BOST PAVILLON LOU CAMIN,820003911,B,2,4,3,2,1.356614,44.020248
PSYCHIATRIE III CAPOU CH MONTAUBAN,820004067,B,2,4,1,2,1.312168,44.037581
CL PONT DE CHAUME UAD CASTELSARRASIN,820005791,B,2,4,2,1,1.144213,44.025899
USLD CHI CASTELSARRASIN MOISSAC,820009611,,,,1,2,1.0879571,44.1050417
CH JEAN MARCEL DE BRIGNOLES,830000279,B,2,4,1,2,6.071215,43.404676
CH LA DRACENIE DE DRAGUIGNAN,830000287,B,2,4,1,3,6.4547609999,43.546686
CH DE HYERES MARIE JOSEE TREFFOT,830000295,A,1,4,1,2,6.109462,43.113873
HOPITAL LEON BERARD,830000303,A,1,4,3,2,6.12026,43.085638
CHI DE FREJUS SAINT RAPHAEL,830000311,B,2,4,1,3,6.752603,43.43814
CENTRE HOSPITALIER DE SAINT TROPEZ,830000337,B,2,4,1,2,6.5742014999,43.2524922
CHITS CH SAINTE MUSSE,830000345,A,1,4,1,3,5.975419,43.125283
CHS PIERREFEU DU VAR HENRI GUERIN,830000600,B,2,4,1,2,6.143766,43.22595
CLINIQUE LA BASTIDE,830003877,,,,2,2,6.684036,43.347611
CHI FREJUS ST RAPAHEL GERONTO MED SSR,830009528,B,2,4,1,2,6.77538,43.422987
HOSPITALISATION A DOMICILE ST ANTOINE,830012498,A,1,4,2,2,6.7969057999,43.4230892
AVODD CENTRE D'HEMODIALYSE HYERES,830012548,B,2,4,3,2,6.128621,43.118891
ADIVA CTRE D'HEMODIALYSE SEYNE SUR MER,830012589,A,1,4,3,2,5.87007,43.108487
CENTRE DE NEPHROLOGIE LES FLEURS,830012688,A,1,4,2,2,5.874203,43.123559
CENTRE PHOCEEN DE LONG SEJOUR,830013629,A,1,4,2,2,5.782223,43.370534
AVODD TOULON SITE HIA SAINTE ANNE,830013819,B,2,4,3,2,5.932326,43.131522
ADIVA CENTRE DE DIALYSE GASSIN,830015970,A,1,4,3,2,6.5727134999,43.2395386
CLINIQUE LES ESPERELS,830016556,A,1,4,3,2,6.51029,43.553222
ADIVA CTRE DE DIALYSE ST JEAN TOULON,830016671,A,1,4,3,2,5.947232,43.123692
MOYEN SEJOUR DU COS BEAUSEJOUR,830017372,A,1,4,3,2,6.1412758,43.122269
KORIAN LE GOLFE,830017497,A,1,4,2,2,6.537532,43.248563
AVODD HEMODIALYSE AMBULATOIRE FREJUS,830017505,B,2,4,3,2,6.752603,43.43814
HAD CAP DOMICILE,830019600,A,1,4,2,2,5.850671,43.108644
CHU/ APHP HOPITAL SAN SALVADOUR (APHP),830100012,B,2,4,1,2,6.110885,43.084165
CCV DE SAINT RAPHAEL LA CHENEVIERE,830100087,A,1,4,2,2,6.7959636,43.4337527
HOP PRIVE TOULON HYERES STE MARGUERITE,830100103,A,1,4,2,2,6.122145,43.119314
CLINIQUE DU CAP D'OR,830100251,A,1,4,2,2,5.861905,43.107289
POLYCLINIQUE LES FLEURS,830100319,A,1,4,2,2,6.2375947,43.467645999
CLINIQUE LES LAURIERS,830100327,A,1,4,2,2,6.756042,43.434757
CLINIQUE LES OLIVIERS,830100335,B,2,4,2,2,6.541007,43.594821
CLINIQUE CHIR DU GOLFE DE ST TROPEZ,830100368,A,1,4,2,2,6.571947,43.248607
POLYCLINIQUE NOTRE DAME,830100392,A,1,4,2,2,6.455756,43.534521
CLINIQUE NOTRE DAME DE LA MERCI,830100418,A,1,4,2,2,6.7745386999,43.4207553
HOPITAL PRIVE TOULON HYERES SAINT JEAN,830100434,A,1,4,2,2,5.947232,43.123692
CLINIQUE SAINT MARTIN OLLIOULES,830100442,A,1,4,2,2,5.880342,43.131126
CLINIQUE SAINT MICHEL,830100459,A,1,4,2,2,5.9525515999,43.1231192
HOPITAL PRIVE TOULON HYERES SAINT ROCH,830100475,A,1,4,2,2,5.921135,43.129188
CHU/ HOPITAL RENEE SABRAN HYERES (HCL),830100558,A,1,4,1,2,6.1382857999,43.0376248
HIA SAINTE ANNE,830100574,A,1,4,1,3,5.928008,43.12423
CHITS CH GEORGE SAND,830100608,A,1,4,1,2,5.87007,43.108487
CTRE MED ET READAP DES MTS TOULONNAIS,830100624,A,1,4,2,2,6.1562241,43.0859888
INST REEDUC FONCT POMPONIANA OLBIA,830100632,A,1,4,3,2,6.122375,43.080462
CENTRE SSR MGEN PIERRE CHEVALIER,830100681,A,1,4,3,2,6.138859,43.123063
CENTRE DE SOINS LES COLLINES DU REVEST,830100756,A,1,4,2,2,5.9208423,43.1681107
INSTITUT MEDICALISE DE MAR VIVO,830100764,A,1,4,2,2,5.882133,43.078138
CTRE REED FONCT DU BESSILLON,830100806,A,1,4,2,2,6.474865,43.532292
CLINIQUE HELIADES SANTE,830100814,A,1,4,2,2,6.755671,43.4276
CENTRE MEDICAL INFANTILE LES OISEAUX,830100822,A,1,4,2,2,5.781915,43.128541
CENTRE DE GERONTOLOGIE SAINT FRANCOIS,830100855,A,1,4,2,2,5.782223,43.370534
CTRE DIET SPE ST JEAN CARQUEIRANNE,830100863,A,1,4,2,2,6.107804,43.0857613
CLINIQUE SAINTE THERESE,830101408,A,1,4,2,2,5.825416,43.1607568
ETABLISSEMENT DE SANTE JEAN LACHENAUD,830200507,A,1,4,3,2,6.7291476,43.4626652
CLINIQUE LES TROIS SOLLIES,830200515,A,1,4,2,2,6.016014,43.225463
POLYCLINIQUE MUTUALISTE MALARTIC,830200523,B,2,4,3,2,5.875762,43.131518
CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES,830206298,B,2,4,1,2,6.067263,43.404631
CENTRE EUROPEEN REEDUCATION DU SPORTIF,830206397,A,1,4,2,2,6.783331,43.410671
CH DEPARTENTAL DU VAR AU LUC,830206983,A,1,4,1,2,6.2963604999,43.3777009
HAD SANTE ET SOLIDARITE DU VAR,830207114,A,1,4,3,2,6.5648049999,43.601738
LE MONT D'AZUR SLD,830212783,A,1,4,2,2,5.782223,43.370534
AVODD UDM CH BRIGNOLES,830213617,B,2,4,3,2,6.064764,43.404071
AVODD UMD SAINT MICHEL,830213625,B,2,4,3,1,5.927161,43.126816
CH HYERES SITE RIONDET,830213856,A,1,4,1,2,6.119979,43.122001
CH DRAGUIGNAN USLD,830213989,B,2,4,1,2,6.46378,43.545345
DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE,830215687,A,1,4,2,2,6.452351,43.533104
KORIAN VAL DU FENOUILLET,830215919,A,1,4,2,2,6.076768,43.143823
ADIVA DIALYSE A DOMICILE LA GARDE,830216495,A,1,4,3,,5.984503,43.107534
CSSR LE MYLORD,840000202,A,1,4,3,2,4.975024,44.092897
POLYCLINIQUE URBAIN V,840000285,B,2,4,2,2,4.8417876999,43.9455112
CENTRE CHIRURGICAL MONTAGARD,840000327,B,2,4,2,2,4.807037,43.936316
CENTRE HOSPITALIER DU PAYS D'APT,840000343,B,2,4,1,2,5.384852,43.876024
INSTITUT SAINTE CATHERINE,840000350,B,2,4,3,2,5.1838149999,44.067689
CENTRE HOSPITALIER DE CARPENTRAS,840000392,B,2,4,1,2,5.02917,44.045891
SYNERGIA LUBERON,840000400,A,1,4,2,2,5.0538837,43.8455391
CHI DE CAVAILLON LAURIS,840000418,B,2,4,1,2,5.037895,43.840186
CENTRE HOSPITALIER DE GORDES,840000426,A,1,4,1,2,5.20048,43.913114
CENTRE HOSPITALIER ISLE SUR LA SORGUE,840000434,B,2,4,1,2,5.1432068,44.0565054
ELSAN CLINIQUE D'ORANGE,840000467,B,2,4,2,2,4.8220331999,44.1301026
CH LOUIS GIORGI D'ORANGE,840000483,A,1,4,1,2,4.822914,44.14439
CHI SITE DE PERTUIS,840000491,C,3,4,1,2,5.500281,43.693721
CLINIQUE SAINT DIDIER,840000509,A,1,4,2,2,5.1077055,44.0090953
CENTRE HOSPITALIER DE SAULT,840000517,A,1,4,1,2,5.415855,44.090378
CH VAISON LA ROMAINE,840000525,B,2,4,1,2,5.07447,44.240299
CH JULES NIEL DE VALREAS,840000533,A,1,4,1,2,4.99088,44.382252
CHS DE MONTFAVET,840000541,B,2,4,1,3,4.8778901,43.924887
CHI CAVAILLON CTRE PNEUMO ROQUEFRAICHE,840000558,B,2,4,1,2,5.037895,43.840186
CH D'AVIGNON HENRI DUFFAUT,840001861,B,2,4,1,3,4.804883,43.920284
CENTRE HOSPITALIER DU PAYS D'APT SLD,840007579,B,2,4,1,2,5.39298,43.87628
ATIR CENTRE D'HEMODIALYSE AVIGNON,840011043,B,2,4,3,2,4.802854,43.922522
HADAR,840011340,B,2,4,3,2,4.8045,43.927705
ATIR AUTODIAL CLOS DE L'ETANG ISLE,840012538,B,2,4,3,1,5.054316,43.920953
CLINIQUE RHONE DURANCE,840013312,B,2,4,2,2,4.8045,43.927705
CAPIO CLINIQUE FONTVERT AVIGNON NORD,840013445,A,1,4,2,2,4.8896243,43.986145
KORIAN LES CYPRES,840014088,A,1,4,2,2,4.882452,43.9231059
CENTRE DE REEDUCATION DU LAVARIN,840014849,A,1,4,2,2,4.7840298999,43.9280786
NEPHROCARE PERTUIS AUTODIALYSE,840015200,B,2,4,2,1,5.408174,44.091413
SYNERGIA VENTOUX,840017172,A,1,4,2,2,5.02917,44.045891
CLINIQUE KORIAN MONT VENTOUX,840017214,A,1,4,2,2,5.039604,44.053231
ATIR CENTRE D'HEMODIALYSE CARPENTRAS,840017222,B,2,4,3,2,5.02917,44.045891
ATIR CENTRE D'HEMODIALYSE ORANGE,840017461,B,2,4,3,2,4.822914,44.14439
CH D'AVIGNON CHIRURGIE SITE APT,840018337,B,2,4,1,2,5.3747986999,43.8720024
ATIR UDM CAVAILLON SITE SYNERGIA LUB,840018774,B,2,4,3,2,4.802041,43.922706
GCS UNITE SENOLOGIQUE DU VENTOUX,840019079,A,1,4,3,1,5.0291660999,44.0461983
CLINIQUE SAINT CHARLES,850000118,A,1,4,2,2,-1.415682,46.658444
CLINIQUE SUD VENDEE,850000126,A,1,4,2,2,-0.827215,46.466068
CLINIQUE CHIRURGICALE PORTE OCEANE,850000134,B,2,4,2,2,-1.880093,46.8355658
CHD SITE LA ROCHE SUR YON,850000142,B,2,4,1,3,-1.413285599,46.6682356
CH LVO - SITE DE CHALLANS,850000175,B,2,4,1,2,-1.871079,46.846452
CH FONTENAY LE COMTE-SITE RABELAIS,850000183,B,2,4,1,2,-0.816327,46.468138
HOPITAL DUMONTE,850000191,B,2,4,1,2,-2.35258,46.722308
CHD-SITE DE LUCON,850000209,B,2,4,1,2,-1.170599,46.452115
CHD - SITE DE MONTAIGU,850000225,B,2,4,1,2,2.6592302,48.5399718
HOPITAL DE ST-GILLES- CROIX- DE- VIE,850000233,B,2,4,1,2,-1.920219,46.694958
CENTRE HOSPITALIER COTE DE LUMIÈRE,850000241,B,2,4,1,2,-1.751246452,46.514696912
CENTRE HOSPITALIER G. MAZURELLE,850000258,B,2,4,1,3,-1.431969,46.657096
SSR VILLA NOTRE DAME,850000357,B,2,4,3,2,-1.941515,46.692395
SSR LA CHIMOTAIE,850000399,A,1,4,3,2,-1.230282,47.06162
CH DES COLLINES VENDEENNES,850000647,B,2,4,1,2,-0.741087,46.645859
SSR LES METIVES LA ROCHE SUR YON,850002130,A,1,4,3,2,-1.425783,46.671506
CLINIQUE ST CHARLES-SITE LES ESSARTS,850002395,A,1,4,2,2,-1.231122,46.77215
SSR LE CLOUSIS,850002403,A,1,4,3,2,-2.033019,46.792676
USLD CH LVO AQUARELLE,850003377,B,2,4,1,2,-1.869319,46.846443
SSR LES METIVES LES SABLES D OLONNE,850005224,A,1,4,3,2,-1.768998,46.491451
HAD DE VENDEE,850006008,A,1,4,3,2,-1.41145,46.660918
DIALYSE ECHO LA ROCHE SUR YON,850009333,A,1,4,3,2,-1.401665,46.673144
CH FONTENAY SITE POLE SANTE SUD VENDEE,850009630,B,2,4,1,2,-0.8065,46.465972
DIALYSE ECHO LA TRANCHE,850009762,A,1,4,3,1,-1.440004,46.346595
DIALYSE ECHO CHALLANS,850011271,A,1,4,3,2,-1.881559,46.836064
USLD LES MAISONNEES DE LUMIERE,850021049,B,2,4,1,2,-1.768998,46.491451
USLD CHS GEORGES MAZURELLE,850021866,B,2,4,1,2,-1.431969,46.657096
SSR HOPITAL NOIRMOUTIER,850022013,B,2,4,1,2,-2.223179,47.007718
DIALYSE ECHO ILE D'YEU,850022047,A,1,4,3,1,-2.3518175,46.721856
DIALYSE ECHO FONTENAY LE COMTE,850023151,A,1,4,3,2,-0.825874399,46.4637501
CENTRE DIALYSE ECHO OLONNES SUR MER,850025156,A,1,4,3,2,-1.752404,46.515365
CH HENRI LABORIT,860000017,B,2,4,1,3,0.394921,46.555237
CHU DE POITIERS - SITE CHATELLERAULT,860000025,B,2,4,1,3,0.5565131,46.8332193
CHU DE POITIERS - SITE DE LOUDUN,860000033,B,2,4,1,2,0.0777631999,47.0115499
CHU/ CHU DE POITIERS - SITE DE MONTMORILLON,860000058,B,2,4,1,2,0.865824,46.428622
CHU/ CHU LA MILETRIE,860000223,B,2,4,1,3,0.377423,46.560413
AURA POITOU-CH - CHATELLERAULT,860005768,B,2,4,3,2,0.557338,46.829278
H.A.D. DE POITIERS,860008929,B,2,4,2,2,0.368257,46.563109
CENTRE DE READAPTATION DU MOULIN VERT,860009208,A,1,4,2,2,0.462523,46.490769
POLYCLINIQUE DE POITIERS,860010321,B,2,4,2,2,0.366618,46.563702
CHU/ CHU DE POITIERS - SITE DE LUSIGNAN,860011014,B,2,4,1,2,0.126458,46.435504
CRF VISION-AUDITION - ST BENOIT,860011410,A,1,4,3,2,0.366137,46.561309
CLINIQUE DE CHATELLERAULT,860780311,B,2,4,2,2,0.536924,46.819884
LA COLLINE ENSOLEILLEE (CURE ET CONV.),860780436,B,2,4,3,2,0.805363,46.776741
CLINIQUE DU FIEF DE GRIMOIRE,860780568,B,2,4,2,2,0.340058,46.570271
AURA POITOU-CHARENTES - ST BENOIT,860782598,B,2,4,3,2,0.3650555,46.561275
CLINIQUE ST CHARLES - MAIS. DE CONVAL.,860790419,A,1,4,2,2,0.368257,46.563109
MRC KORIAN OREGON - CIVRAY,860791268,B,2,4,2,2,0.304101,46.149718
ETS CONVALESC. P ALCOOLIQUES - PAYROUX,860793405,A,1,4,3,2,0.484988,46.215268
CHU/ C H U DUPUYTREN LIMOGES,870000064,B,2,4,1,3,1.238571,45.810879
UNITE DE DIALYSE LIMOGES BUISSON,870000080,A,1,4,3,2,1.23398,45.810251
CENTRE HOSPITALIER SAINT JUNIEN,870000098,B,2,4,1,2,0.897544,45.888924
CENTRE LA CHENAIE,870000171,A,1,4,3,2,1.131277,45.848814
CLINIQUE KORIAN SAINT MAURICE,870000221,B,2,4,2,2,1.470014,46.000393
CTRE HOSPITALIER J BOUTARD ST YRIEIX,870000270,B,2,4,1,2,1.203579,45.51435
CLINIQUE FRANCOIS CHENIEUX,870000288,B,2,4,2,3,1.2813787999,45.8129272
HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN,870000403,B,2,4,1,2,1.173999,46.220569
CLINIQUE EMAILLEURS-COLOMBIER LIMOGES,870000411,B,2,4,2,2,1.2256257,45.8149044
HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN,870000551,B,2,4,1,2,1.060876,46.124064
HOPITAL DR RENE BARRIERE ST LEONARD,870000601,A,1,4,1,2,1.489631,45.835641
HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN,870001567,B,2,4,1,2,1.076668,46.217643
CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN,870002516,B,2,4,1,2,0.911795,45.894954
CHU/ HOPITAL JEAN REBEYROL LIMOGES,870003514,B,2,4,1,3,1.23398,45.810251
H A D SANTE SERVICE LIMOUSIN LIMOGES,870004231,B,2,4,3,2,1.21993,45.829173
UNITE SOINS LONGUE DUREE ST JUNIEN,870005931,B,2,4,1,2,0.911795,45.894954
CENTRE HOSPITALIER ESQUIROL,870006137,A,1,4,1,3,1.240811,45.815463
HOPITAL DE JOUR BAUDIN,870007358,A,1,4,3,2,1.247003,45.818399
CHU/ USLD CHASTAINGT LIMOGES,870008042,B,2,4,1,2,1.284186,45.829064
UNITE DE DIALYSE LIMOGES SCHOELCHER,870014792,A,1,4,3,2,1.224977,45.814663
CHU/ HOPITAL DE LA MERE ET DE L'ENFANT,870014859,B,2,4,1,2,1.240892,45.813244
CTRE PRISE EN CHARGE OBESITE,870016631,A,1,4,3,2,1.1883639999,45.520675999
CHI E.DURKHEIM - PLATEAU DE LA JUSTICE,880000021,B,2,4,1,3,6.453922,48.179134
CH DE GERARDMER CLAUDIUS REGAUD,880000039,A,1,4,1,2,6.877129,48.072748
CENTRE HOSPITALIER DE SAINT-DIE,880000047,B,2,4,1,2,6.962566,48.289531
CHI L'OUEST VOSGIEN SITE NEUFCHATEAU,880000054,B,2,4,1,2,5.70712,48.369936
CENTRE HOSPITALIER DE REMIREMONT,880000062,B,2,4,1,2,6.592484,48.014232
CHI DE L'OUEST VOSGIEN SITE DE VITTEL,880000070,B,2,4,1,2,5.948382,48.206096
CENTRE HOSPITALIER DE RAVENEL,880000088,B,2,4,1,2,6.130238,48.298726
HOPITAL DE L'AVISON - BRUYERES,880000104,B,2,4,1,2,6.724057,48.206917
HOPITAL LOCAL DE CHATEL-SUR-MOSELLE,880000112,B,2,4,1,2,6.390861,48.315457
HOPITAL LOCAL VAL DU MADON MIRECOURT,880000138,B,2,4,1,2,6.133915,48.305777
CHI DES 5 VALLEES SITE DE RAON L ETAPE,880000146,B,2,4,1,2,6.8470085,48.4025733
HOPITAL LOCAL DE FRAIZE,880000179,A,1,4,1,2,7.0080227999,48.1845445
HOPITAL LOCAL DE LAMARCHE,880000187,,,,1,2,5.7804488,48.068886
HOPITAL LE THILLOT,880000203,B,2,4,1,2,6.7689218,47.8768783
CHI DES 5 VALLEES SITE DE SENIONES,880000211,B,2,4,1,2,6.981525,48.395088
CHI E. DURKHEIM - SITE DE GOLBEY,880000336,B,2,4,1,2,6.431933,48.193921
CENTRE D'AUTODIALYSE GERARDMER (ALTIR),880001458,B,2,4,3,1,6.87949,48.07378
CENTRE D'AUTODIALYSE DE VITTEL (ALTIR),880001730,B,2,4,3,1,5.946091,48.205799
HAD KORIAN PAYS DES IMAGES,880006606,A,1,4,2,2,6.451509,48.169184
CHI E.DURKHEIM-MAISON DE SANTE ST JEAN,880006663,B,2,4,1,1,6.451711,48.173587
HAD KORIAN PAYS DE LA PLAINE,880006721,A,1,4,2,2,5.70712,48.369936
CENTRE UDM ET AUTODIALYSE EPINAL,880007653,B,2,4,3,1,6.4544951,48.2022048
MAISON D'ENFANTS LA COMBE - SENONES,880780465,B,2,4,3,2,6.976362,48.402399
MAISON DE REPOS ET CONVAL. LA LOUVIERE,880780507,B,2,4,2,2,6.983629,48.397573
UNITE DE DIALYSE MEDIC EPINAL (ALTIR),880785019,B,2,4,3,2,6.453922,48.179134
CENTRE D'AUTODIALYSE DE ST DIE (ALTIR),880785548,B,2,4,3,2,6.962566,48.289531
USLD DU CENTRE HOSPITALIER REMIREMONT,880786637,B,2,4,1,2,6.592484,48.014232
USLD DU CENTRE HOSPITALIER DE ST-DIE,880786645,B,2,4,1,2,6.952802,48.27708
POLYCLINIQUE LA LIGNE BLEUE,880788591,C,3,4,2,2,6.4634148,48.2004971
CLINIQUE PAUL PICQUET SENS,890000169,C,3,4,2,2,3.2942437,48.2053903
UNITE DE SOINS AUGUSTA PRIAULT CRF,890000250,A,1,4,3,2,3.5107224999,47.963955299
CLINIQUE KORIAN SAINTE COLOMBE,890000292,A,1,4,2,2,3.270971,48.215735
AIHP CENTRE ARMANCON,890000300,A,1,4,3,2,3.5306665,47.9594475
ETAB SOINS DE SUITE LE PETIT PIEN,890000318,A,1,4,2,2,3.5794275,47.8483265
MAISON REPOS ET CONV. BOISSEAUX,890000326,B,2,4,3,2,3.573722,47.844156
CLINIQUE DE REGENNES,890002298,A,1,4,2,2,3.528081,47.877127
CLINIQUE KER YONNEC,890002371,A,1,4,2,2,3.127579,48.319472
POLYCLINIQUE STE MARGUERITE AUXERRE,890002389,B,2,4,2,2,3.565308,47.812544
UNITE DE DIALYSE DE SENS,890003130,B,2,4,3,2,3.292344,48.202052
UNITE DE DIALYSE D'AUXERRE,890008295,B,2,4,3,2,3.55673,47.805876
HAD SUD YONNE ET BOURGOGNE NIVERNAISE,890009178,A,1,4,2,2,3.5563156,47.804369
USLD DU CH JOIGNY,890971583,B,2,4,1,2,3.397688,47.979033
ANTENNE DIALYSE D'AUXERRE,890972862,B,2,4,3,1,6.0223015999,47.1343207
MOYEN SEJOUR CH SENS,890973258,B,2,4,1,2,3.301028,48.194666
ANTENNE DIALYSE DE SENS,890973431,B,2,4,3,1,3.6079823,47.8652728
HL R BONNION VILLENEUVE-SUR-YONNE,890975501,B,2,4,1,2,3.294867,48.084337
CTRE HOSPITALIER SPECIALISE AUXERRE,890975519,A,1,4,1,3,3.569056,47.805844
CH AUXERRE,890975527,B,2,4,1,3,3.553137,47.80301
CH AVALLON,890975535,B,2,4,1,2,3.905244,47.489898
CH JOIGNY,890975543,B,2,4,1,2,3.397688,47.979033
CH SENS,890975550,B,2,4,1,3,3.299435,48.192223
CENTRE HOSPITALIER DU TONNERROIS,890975568,B,2,4,1,2,3.9735269999,47.856724
HOPITAL PRIVE DE LA MIOTTE,900000035,A,1,4,2,2,6.8655956999,47.6447028
CHSLD LE CHENOIS,900000647,B,2,4,1,2,6.845912,47.619719
UNITE DE DIALYSE DE BELFORT,900001728,B,2,4,3,2,6.850763,47.640717
CHS ST REMY ET NFC CENTRE PIERRE ENGEL,900002429,A,1,4,3,2,6.841661,47.617932
HNFC SITE TREVENANS,900003039,B,2,4,1,3,6.8721734,47.5801945
SSR SITE PIERRE ENGEL HNFC BAVILLIERS,900003070,B,2,4,1,2,6.840128,47.616132
CH D ARPAJON,910000272,B,2,4,1,3,2.243472,48.583576
CH DOURDAN ETAMPES SITE DOURDAN,910000280,B,2,4,1,2,2.001435,48.533634
CH DES DEUX VALLEES SITE LONGJUMEAU,910000298,B,2,4,1,3,2.291196,48.692569
CH D ORSAY,910000306,B,2,4,1,2,2.18725,48.698847
CHS BARTHELEMY DURAND,910000330,A,1,4,1,3,2.161716,48.438594
CH DOURDAN ETAMPES SITE ETAMPES,910001973,B,2,4,1,2,2.150932,48.42004
CENTRE D HEMODIALYSE D ATHIS MONS,910002609,B,2,4,2,2,2.3760909999,48.700143999
UNITE D AUTODIALYSE GEORGES LAURE,910005057,B,2,4,2,,2.41647,48.667662
CENTRE D HEMODIALYSE D ETAMPES,910009349,A,1,4,2,2,2.150932,48.42004
CTRE REEDUCATION FONCTIONNELLE EVRY,910009919,B,2,4,2,2,2.425004,48.638366
CLINIQUE LE MOULIN DE VIRY,910015965,A,1,4,2,2,2.373336,48.668257
CH DES DEUX VALLEES SITE JUVISY,910018423,B,2,4,1,2,2.3741324,48.6910817
CH SUD FRANCILIEN SITE JEAN JAURES,910020254,B,2,4,1,3,2.1615802999,48.5560351
CHU/ HU HENRI MONDOR SITE CLEMENCEAU APHP (APHP),910100015,A,1,4,1,3,2.431355,48.521582
CHU/ HU HENRI MONDOR SITE JOFFRE APHP (APHP),910100023,A,1,4,1,3,2.42966,48.666207
CHU/ HU HENRI MONDOR SITE DUPUYTREN APHP (APHP),910100031,A,1,4,1,,2.412274,48.674288
CH D ORSAY DOMAINE DU GRAND MESNIL,910110071,B,2,4,1,2,2.171784,48.696434
HOPITAL PSYCHIATRIQUE L'EAU VIVE,910140037,B,2,4,3,2,2.45521,48.642338
CH FREDERIC HENRI MANHES,910150010,A,1,4,3,2,2.361095,48.629799
CENTRE HOSPITALIER DE BLIGNY,910150028,A,1,4,3,3,2.1486371755,48.622402941
HOP PRIVE GERIAT LES MAGNOLIAS,910150069,A,1,4,3,2,2.295437,48.69687
CLINIQUE FSEF VRENNES JARCY,910150077,A,1,4,3,2,2.558143,48.677265
GH LES CHEMINOTS SOINS DE SUITE,910150085,B,2,4,3,2,2.4212622642,48.664146668
HOP DE PARIS ESSONNE LES CHARMILLES,910300011,A,1,4,2,2,2.24911,48.593077
CLINIQUE MEDICALE JARDINS DE BRUNOY,910300045,A,1,4,2,2,2.510669,48.702108
CLINIQUE GERIATRIQUE LES VALLEES,910300060,A,1,4,2,2,2.518656,48.703192
CMCO D EVRY,910300144,B,2,4,2,2,2.449656,48.630971
CTRE DE REEDUC KORIAN L OBSERVATOIRE,910300151,A,1,4,2,2,2.370522,48.692268
CLINIQUE DE L YVETTE,910300177,B,2,4,2,2,2.3030587,48.6897202
HOPITAL PRIVE JACQUES CARTIER,910300219,B,2,4,2,3,2.291521,48.73135
CLINIQUE KORIAN LA MARETTE,910300235,A,1,4,2,2,2.1269726,48.3563944
CLINIQUE MEDICALE DE VILLIERS SUR ORGE,910300276,B,2,4,2,2,2.2994658999,48.660053
HOPITAL PRIVE DU VAL D YERRES,910300300,B,2,4,2,2,2.496141,48.712458
CLINIQUE PASTEUR,910300326,B,2,4,2,2,2.405447,48.656932
HOPITAL PRIVE D ATHIS MONS,910300359,B,2,4,2,2,2.4100969999,48.71871
CLINIQUE CHATEAU DU BEL AIR,910310010,A,1,4,2,,2.452856,48.72354
CLINIQUE DU CHATEAU DE VILLEBOUZIN,910310028,A,1,4,2,3,2.282729,48.659279
CLINIQUE DU VAL DE BIEVRE L ABBAYE,910310036,A,1,4,2,,2.3737784999,48.6677358
CLINIQUE DE L ISLE LE MOULIN,910310044,A,1,4,2,,2.4600470385,48.7146291
GH LES CHEMINOTS CENTRE MOYEN SEJOUR,910500040,B,2,4,3,2,2.407374,48.657015
MAISON DE CURE DE L YVETTE,910800986,B,2,4,1,2,2.188645,48.699919
